id,object,result_position,annonce_id,agency_id,agency_page,agency_contact_name,agency_img_url,agency_phone_number,agency_has_email,agency_link,address,area,bedrooms_count,business_unit,coownership_annual_charges,coownership_number_of_lots,coownership_is_syndic_procedure,contact_is_private_seller,contact_email,description,district,dpe,estate_type,electricity_consumption,estate_type_id,features,ges,gas_emissions,highlighting_level,insee_code,is_furnished,is_exclusive,is_redirected,is_expired,latitude,longitude,monthly_price,main_picture,nature,postal_code,position,picture_count,price,price_per_meter,photos,price_decrease_percent,publication_id,pricing_price_note,ref,rooms,short_description,transaction_type,title,tags,url,video_url,virtual_visit_url,collected_at,input_url
"5022936","result","121","213376717","86147","https://www.seloger.com/professionnels/agences-immobilieres/paris-3eme-arrondissement-75003/agence-26638/","Nous Gérons","https://v.seloger.com/s/width/150/logos/1/2/l/7/12l713hqsat3x27l67v67ym69d5wyr4e8cjtyrw3e.jpg","01 87 66 65 72","t","http://www.nousgerons.com/","Lille","65","3","1",,,"f","f","t","COLOCATION :  UNE CHAMBRE DE DISPONIBLE  Dans un immeuble situé au 2 rue Laplace à Lille, nous vous proposons un appartement de 65 m2 T4 loué par chambre. (Appartement en fin de travaux)  L'appartement est entièrement refait à neuf et meublé, il comprend :  Un grand séjour lumineux, cuisine équipée (micro-ondes, four, kit vaisselle, plaque électrique, hotte, réfrigérateur combiné, table..), une salle de bain avec douche et lave-linge, Wc séparé et 3 grandes chambres, équipées chacune d'un lit double (literie complète: matelas, couette, oreillers, draps), une table de chevet, d'une armoire et d'un bureau.  LE PLUS DE CETTE LOCATION:  Idéalement situé : a proximité du centre ville et des deux gares Métro à moins de 10 minutes (Ligne 2, arrêt Saint Maurice Pellevoisin) grands axes autoroutiers et commerces à proximité  Loyer : Chambre de 10 m2 : 380 + 75 = 455 euros CC (DISPO) Chambre de 10 m2 : 380 + 75 = 455 euros CC Chambre de 10 m2 : 380 + 75 = 455 euros CC  honoraires d'agence : offerts  TOUT INCLUS (internet, eau, chauffage, électricité et charges de copropriété) Dépôt de garantie : 550 euros par chambre  APL possible / Baux individuels  Disponible de suite","Saint Maurice-Pellevoisin",,"Appartement",,"1","Travaux à prévoir, Ascenseur : non communiqué, Cuisine équipée, Salle de bain (baignoire), Séjour / salon, Chauffage : non communiqué",,,"1",,"t","f",,"f","50.648","3.093","0","https://v.seloger.com/s/crop/414x414/visuels/1/c/w/f/1cwfqrlxpg41z5su6sttxtfz5ps3jpuhacc4a3du0.jpg","1","59000",,"12","455","7","https://v.seloger.com/s/crop/341x256/visuels/1/c/w/f/1cwfqrlxpg41z5su6sttxtfz5ps3jpuhacc4a3du0.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/c/4/m/0c4mpjru1koe1lhsap9ulbs7fb14z3bc9nqf0491k.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/7/c/w/07cwa5mb1n9iblhrdo7q6anu6dyvi0flwlqdxgxjc.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/7/n/h/17nhhozabqbc8z3dny9wxd064nlza44yhyzcq60nd.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/6/k/6/06k699bl33zfpyvv60pa6ig54c3o8gsyivnds6v2g.jpg","7","30086147","cc","4COLOCSTMAURICE-416A","4","Location Appartement - COLOCATION :  UNE CHAMBRE DE DISPONIBLE  Dans un immeuble situé au 2 rue Laplace à Lille, nous vous proposons un appartement de 65 m2 T4 loué par chambre. (Appartement en fin de travaux)  L'appartement est entièrement refait à neuf et meublé, il comprend :  Un grand séjour lumineux, cuisine équipée (micro-ondes, [...]","1","Location Appartement 4 pièces Lille - Appartement F4/T4/4 pièces 65 m² 455€/mois","4 pièces, 3 chambres, 65 m², Étage 1/–","https://www.seloger.com/annonces/locations/appartement/lille-59/saint-maurice-pellevoisin/213376717.htm",,,"2024-02-09 07:47:46.771629","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144901","result","122","214984609","28257","https://www.seloger.com/professionnels/agences-immobilieres/la-madeleine-59110/agence-64566/","SERGIC LA MADELEINE","https://v.seloger.com/s/width/150/logos/2/9/j/r/29jry0fhm8t8bksjlf2ho17e6z6ixjhc1lqd1a3y7.jpg","03 20 12 17 77","t","http://www.sergic.com/","Lille","47.8","0","1",,,,"f","t",,"Saint Maurice-Pellevoisin",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59800",,"8","717","15","https://v.seloger.com/s/crop/341x256/visuels/2/7/3/7/2737jw8wfwdzpa7zl5mcnar1gy55k7scyoibdvuay.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/7/s/v/07svkyfpfwcxykix4zba2sx79yhldd6i7l1zuogmi.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/k/2/t/0k2tds4e7l35iwafvhu7o883rrgnmlymlajtjf67e.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/4/s/9/14s9lul61le9j85fntlgupf2vuqzz4jtpcrrgb6zu.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/0/a/b/00abtfigwpfexsxdx7l848eaf5prweo2cxak60s2y.jpg",,"30028257","cc",,"2","Location Appartement - Dans le secteur prisé de St Maur, à 5 minutes à pieds du tram et proche de tous commerces (pharmacie, primeur, boulangerie, supermarché etc), nous vous proposons ce bel appartement situé au 3ème étage avec un balcon, dans un environnement verdoyant Vous découvrirez un hall d'entrée avec espace dressing, un séjour lumineux, [...]","1",,"2 pièces, 1 chambre, 47 m², Étage 3/5, Balcon, Garage, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/saint-maurice-pellevoisin/214984609.htm",,,"2024-02-09 07:47:47.095086","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144902","result","123","213666121","442142","https://www.seloger.com/professionnels/agences-immobilieres/villeneuve-d-ascq-59560/agence-625/","ASD IMMOBILIER",,"06 72 12 76 17","t",,"Lille","61.86666666666667","0","1",,,,"f","t",,"Centre",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59800",,"6","928","15","https://v.seloger.com/s/crop/341x256/visuels/1/3/7/v/137v34h7xfcdhel2t4p3ee9umdfejg5vxtflsvz7k.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/f/9/u/1f9uhewj6unk0f4io7bbdoo8yqq15g4lwl7kbc2rk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/w/6/y/1w6yx57n5kbythstavv7yzy98qs6emeynrx5j4a9s.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/t/2/e/0t2e4izt6brgo82tv7ctqk1ydyx4cqnae9cmaexc0.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/n/b/m/1nbmk8wx5jg0ly9z3u3xn68rbgv0okxl9q5xyklz4.jpg",,"30442142","cc",,"2","Location Appartement - Nous vous proposons ce bel appartement meublé de type 2 de 61m² au 5ème étage de la résidence situé 10 rue du palais Rihour à Lille, dans le centre ville, à proximité du métro, des cinémas et des commerces.  L'appartement est bien agencé avec une entrée avec un placard de rangement, une pièce principale bien exposé et [...]","1",,"2 pièces, 1 chambre, 61 m², Étage 5/8, Balcon","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/213666121.htm",,,"2024-02-09 07:47:47.339826","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144903","result","124","214580537","3233","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-71469/","ORPI Lille Gambetta - BCS Immobilier","https://v.seloger.com/s/width/150/logos/2/9/n/e/29ne97g2rdbxkyr0p22f9hzjx8ksk7vvz7rwm8rsg.jpg","03 20 57 97 37","t","http://www.orpi.com/bcsimmo","Lille","40.0625","0","1",,,,"f","t",,"Wazemmes",,"Appartement",,"1",,,,"1",,"f","t",,"f",,,"0",,"1","59000",,"7","641","16","https://v.seloger.com/s/crop/341x256/visuels/0/p/7/o/0p7os0jvw8m0gsq7ydwqd2blll14px8og7phs1ou8.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/y/k/l/1ykl9ca2jdx9p9or35kwn0d84tvz2hetyx15hgl4w.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/8/l/s/18ls7zb7exmg741x328m8i6th61bjw4rhjp7misqo.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/b/v/2/1bv2dhtw5l7bdss3itcj0p6w90gnw0bfaf04291xc.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/b/r/8/0br82wzhxu7cy0n80ft398kt484bnh4bvt9xmikhs.jpg",,"30003233","cc",,"2","Location Appartement - (G) LILLE 'WAZEMMES/PORTE DES POSTES'  Très beau T2 lumineux de 40 m² au 2ème étage d'un immeuble 1930 comprenant un séjour parquet avec une cuisine ouverte équipée, une grande chambre, une salle d'eau et un wc. Le + : Lumineux, à proximité immédiate du métro  Loyer mensuel : 601 euros ? + Charges : 40 euros ? Dépôt [...]","1",,"2 pièces, 1 chambre, 41 m², Étage 2/1","https://www.seloger.com/annonces/locations/appartement/lille-59/wazemmes/214580537.htm",,,"2024-02-09 07:47:47.601706","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144904","result","125","214368913","37250","https://www.seloger.com/professionnels/agences-immobilieres/lille-59800/agence-5983/","IMMOCARRE","https://v.seloger.com/s/width/150/logos/1/z/o/6/1zo66mmaz2mm52bndd0lssn8ptpk0i3mm316rsmcg.jpg","03 20 55 99 00","t","http://www.immocarre.com/","Lille","62.4375","0","1",,,,"f","t",,"Saint Maurice-Pellevoisin",,"Appartement",,"1",,,,"1",,"t","f",,"f",,,"0",,"1","59000",,"6","999","16","https://v.seloger.com/s/crop/341x256/visuels/0/0/y/k/00yktpn9rt15np8aysu71eifeliexkzq3xw0ilp1c.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/5/p/6/15p6m8s7446tydtunz49vwnmrn9fizob1d23dkfeo.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/1/c/n/21cnp5hk67s3c3n52roq4laeq29bttszcionwmozk.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/a/v/o/0avo2aas5tx58gevgk01v6d1ntz00m2ljucz4jf9c.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/f/w/s/0fwsqe1a1x2e6bgbpsh2a2sbp3doqp27csoadb56o.jpg",,"30037250","cc",,"3","Location Appartement - Lille. Lille Saint-Maurice. Cet appartement est situé dans une résidence des années 80 au dernier étage avec une place de parking en sous-sol. Le salon et la cuisine donnent sur un balcon exposé au sud. Il y a deux chambres avec une salle de douche et des wc séparés. Il est entièrement MEUBLE et EQUIPE ! Rare dans le [...]","1",,"3 pièces, 2 chambres, 62 m², Étage 4/4, Balcon, Parking, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/saint-maurice-pellevoisin/214368913.htm",,,"2024-02-09 07:47:47.908389","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144906","result","126","215272713","521156","https://www.seloger.com/professionnels/agences-immobilieres/montreuil-93100/agence-343613/","Pandaloc",,"07 45 08 41 55","t",,"Lille","37.64705882352941","0","1",,,,"f","t",,"Lille Sud",,"Appartement",,"1",,,,"1",,"t","f",,"f",,,"0",,"1","59000",,"4","640","17","https://v.seloger.com/s/crop/341x256/visuels/1/o/m/0/1om09fi5nh2pzz72v349y83ydo7cvfg636rsxe82w.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/g/d/m/1gdmbuzf0phh1qarg53j171ttklnk5ii9rtz5maug.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/a/f/w/1afwq2dcw5jgxvh22omos1waw3y8bum73vwwlvovk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/j/h/a/1jhaa8j9pvpgk5gip4pw4cidy5mpu40er1c6shne8.jpg",,"30521156","cc",,"2","Location Appartement - Avant toute chose : oui le logement est disponible  Appartement T2 au pied du métro Bois Blancs. 37 m2, lumineux, entièrement rénové, composer de salle de bain, WC séparé, vestiaire, séjour avec la cuisine ouverte et une chambre de 11 m2. Chauffage central, 3-ème étage, dans une petite copropriété de 9 appartements. [...]","1",,"2 pièces, 1 chambre, 37 m², Étage 3/–","https://www.seloger.com/annonces/locations/appartement/lille-59/lille-sud/215272713.htm",,,"2024-02-09 07:48:02.273805","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144907","result","127","215271519","521156","https://www.seloger.com/professionnels/agences-immobilieres/montreuil-93100/agence-343613/","Pandaloc",,"07 45 08 41 55","t",,"Lille","43.75","0","1",,,,"f","t",,"Lille Sud",,"Appartement",,"1",,,,"1",,"t","f",,"f",,,"0",,"1","59000",,"4","700","16","https://v.seloger.com/s/crop/341x256/visuels/0/f/q/h/0fqhk8uevanv86lhdp4l42gqjivbzqr5w23ogch2p.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/z/8/d/1z8d05xab8fcd0sh98rlu2m5bmd0mofvkhyo16hyp.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/d/b/n/0dbnbayhxzrzepik6xx5ny25tceoju6l7jt53lkdt.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/1/z/a/21za72l6b5ntv48s97lqu68mbdr3i5grf8z2jx5f4.jpg",,"30521156","cc",,"2","Location Appartement - Avant toute chose : oui le logement est disponible  Location appartement situé à Lille quartier Moulin. L'appartement est à proximité immédiate du métro, des axes autoroutiers et commerces de proximité. L'appartement est meublé et fait 45 m2: il est disposé d'un salon , cuisine équipée, grande chambre avec un dressing, [...]","1",,"2 pièces, 1 chambre, 45 m², Étage 2/–","https://www.seloger.com/annonces/locations/appartement/lille-59/lille-sud/215271519.htm",,,"2024-02-09 07:48:02.515728","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144908","result","128","215272377","521156","https://www.seloger.com/professionnels/agences-immobilieres/montreuil-93100/agence-343613/","Pandaloc",,"07 45 08 41 55","t",,"Lille","52.30769230769231","0","1",,,,"f","t",,"Lille Sud",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"4","680","13","https://v.seloger.com/s/crop/341x256/visuels/0/s/r/d/0srd3tiv7y78jnxteiuhw0oqs4n0cq85h9t3x1sq8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/d/i/8/0di8p6stlulw7zz19wa6o72tgwc0nbu7nhh50g540.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/h/9/n/1h9nxx16d41anmb0vtnon0rkd0y4e28r8lvl746gg.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/d/q/q/1dqquwxeggl14lowl7u3zx07rjzlf59em8146hq5s.jpg",,"30521156","cc",,"2","Location Appartement - Avant toute chose : oui le logement est disponible  Loue appartement dans le vieux Lille côté du quai wault. Appartement lumineux et calme situé côté sud. chauffage aérothermique. fenêtres double vitrage PVC Etc..  Pandaloc est un concept innovant de mise en relation inversée. Comment ça marche : 1- Vous définissez [...]","1",,"2 pièces, 1 chambre, 54 m², Étage 2/–","https://www.seloger.com/annonces/locations/appartement/lille-59/lille-sud/215272377.htm",,,"2024-02-09 07:48:02.769924","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144909","result","129","215083079","3233","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-71469/","ORPI Lille Gambetta - BCS Immobilier","https://v.seloger.com/s/width/150/logos/2/9/n/e/29ne97g2rdbxkyr0p22f9hzjx8ksk7vvz7rwm8rsg.jpg","03 20 57 97 37","t","http://www.orpi.com/bcsimmo","Lille","42.666666666666664","0","1",,,,"f","t",,"Moulins",,"Appartement",,"1",,,,"1",,"f","t",,"f",,,"0",,"1","59000",,"5","640","15","https://v.seloger.com/s/crop/341x256/visuels/2/5/3/c/253cfdf3d6sltd41cq4e11iojgljal39gk2hmbh5c.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/5/2/d/152d7e9p7m4aaezwue6j4avf9a60n7097ps7f058w.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/1/u/t/11utrwgqjz5b25d3qf8l961zfzw5ij3gef3lybl3k.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/7/i/x/07ix9sbar9g6lvn2iry7p6enfut4cwdv98qne887k.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/i/x/3/0ix3zn1srqw615x6sv0ful99y2p865b8obeo4pztc.jpg",,"30003233","cc",,"2","Location Appartement - (G)- LILLE PROCHE JB-LEBAS - Rue de Wazemmes  Maison de courée, T2 bis de 41.46m² comprenant au rdc une pièce de vie avec cuisine équipée, au 1er étage une pièce passante pouvant servir d'espace nuit ou de salon avec salle d'eau et wc et au 2ème étage une chambre. Le + : A proximité des transports en communs, secteur [...]","1",,"2 pièces, 1 chambre, 41 m², Étage 1/–","https://www.seloger.com/annonces/locations/appartement/lille-59/moulins/215083079.htm",,,"2024-02-09 07:48:03.006605","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144910","result","130","215082089","46820","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-55041/","IMMO DE FRANCE","https://v.seloger.com/s/width/150/logos/0/j/o/4/0jo4o2b3u00ld8tl1u3i69pcpqlvvrvpj6ld4k6aw.jpg","06 80 22 05 05","t","http://www.immodefrance-nord.com/","Lille","44.44444444444444","0","1",,,,"f","t",,"Mitterie",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"8","800","18","https://v.seloger.com/s/crop/341x256/visuels/2/9/n/8/29n8jfs9jyecei3l95vs66k64i1qkht8406jkkxg4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/o/q/f/1oqfagtthobem8p7ietgip4cn08e7ai9c6a5fv9sk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/m/g/h/1mghu2lme8u1m003ko7wl1du5zkwmc8zj6a9im7o4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/y/y/z/1yyzsw6ep16h2ph9bu8aeooxv2hlfxbrvmy4r6tlg.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/z/q/a/1zqaqt60rr3bk9ls244ntq42f3xpx0roqvr1styz8.jpg",,"30046820","cc",,"2","Location Appartement - Réf: 2015 - Pour plus d'information, contacter IMMO DE FRANCE, ZIELENIEWICZ Noémie LILLE BOIS BLANC, rue Hegel, secteur Euratechnologie, appartement de type 2 à louer dans une résidence de 2022 offrant un séjour/cuisine de 24 m² donnant sur une loggia, salle de douche, une chambre de 12m². Un emplacement de parking [...]","1",,"2 pièces, 1 chambre, 45 m², Étage 3/0, Parking","https://www.seloger.com/annonces/locations/appartement/lille-59/mitterie/215082089.htm",,,"2024-02-09 07:48:03.280671","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144911","result","131","215189113","243424","https://www.seloger.com/professionnels/agences-immobilieres/lille-59800/agence-54799/","CABINET CHOQUET IMMOBILIER",,"03 20 57 97 55","t",,"Lille","31.705882352941178","0","1",,,,"f","t",,"Wazemmes",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"10","539","17","https://v.seloger.com/s/crop/341x256/visuels/1/p/w/9/1pw9dhaohssbqm179hh67jpc50oslt7bt41zntl40.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/8/r/9/18r9xv2z5ewon15ng41z6m49ejktw672ihu35xgkg.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/p/h/1/1ph1ocfgcd3j1w613y4u7x237pt5xad5fa1c8f2n4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/6/y/s/16ys9pldf5ra9kw7rlsfszjv3knrftotn0z8r6mn4.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/l/j/u/0ljuof0qzwhi41j3uzl3qinhoctey2ljapgn7syzk.jpg",,"30243424","cc",,"2","Location Appartement - Dans un immeuble ancien rénové, un appartement F1 de 30,50 m² avec couchage mezzanine, en RDC surélevé - Entrée directe - Pièce principale parquetée de 20 m² (y compris espace cuisine) - Coin cuisine meublé et semi-équipé (plaque électrique, hotte, plan de travail, rangements hauts et bas, PAS de réfrigérateur) - Bureau [...]","1",,"2 pièces, 1 chambre, 31 m², Étage 0/3","https://www.seloger.com/annonces/locations/appartement/lille-59/wazemmes/215189113.htm",,,"2024-02-09 07:48:03.588221","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144912","result","132","215091773","37847","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-87784/","FRANCK CAPPELLE","https://v.seloger.com/s/width/150/logos/1/8/f/p/18fpbo71r1ycyzzunmnkz5z3s2psbgx7m98v28mgy.jpg","03 20 57 26 30","t","http://agencecappelle.fr/","Lille","92.3076923076923","0","1",,,,"f","t",,"Centre",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59800",,"10","1200","13","https://v.seloger.com/s/crop/341x256/visuels/0/z/o/o/0zoofq4ulcte2u0ea8wi3nijsbhtkql2s7oiyw3ys.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/r/l/g/0rlgf1md8uvsojc83fp85oju9fodyjeb2n59reck4.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/c/w/o/0cwola0s3fdwyy9hmcddqhfv41qfn1kbmfl2u6rdg.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/z/r/0/0zr0j5jpaiv7guylk580w510p98gnhfqna7cr67f8.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/l/x/u/1lxubzer5o1yyohgagf4z87ncjbodo05764wfiql0.jpg",,"30037847","cc",,"3","Location Appartement - Dans le Centre de LILLE, boulevard de la Liberté, dans un immeuble bourgeois, appartement T3 de 91M² au 3ème étage sans ascenseur, comprenant un hall d'entrée, un séjour, une grande cuisine aménagée, 2 chambres, salle de bains, toilette séparé, cellier, chauffage individuel au gaz, double vitrage. Loyer 1.100 € + 100 € de [...]","1",,"3 pièces, 2 chambres, 91 m², Étage 3/5","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/215091773.htm",,,"2024-02-09 07:48:03.857624","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144913","result","133","215285581","442142","https://www.seloger.com/professionnels/agences-immobilieres/villeneuve-d-ascq-59560/agence-625/","ASD IMMOBILIER",,"03 21 69 45 09","t",,"Lille","32.111111111111114","0","1",,,,"f","t",,"Caulier",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"8","578","18","https://v.seloger.com/s/crop/341x256/visuels/1/s/0/w/1s0wuvs3yio8xqemlrh8msx6atxec59kf6jvgog16.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/b/n/n/1bnn2vnt09q0aczwsyknviu8b57tg60pam5vl1lbe.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/u/x/c/1uxcufi4hra4fxlsz7t40racjhhqic7fpbhyfgu22.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/o/3/5/1o355s187fv4oyu0f4x3w19gje8tdvb03c3mapwkq.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/v/a/o/0vaol77zw0mjwjapwfj0qn74yedgv2i9kg3vxwlre.jpg",,"30442142","cc",,"2","Location Appartement - Nous vous proposons cet appartement type 2 loué meublé de 32m² au 2ème étage d'un immeuble situé au 1 Rue de Philadelphie à Lille, dans le quartier de Fives, à proximité des commerces et des transports en commun (Bus, métro).  L'appartement est bien agencé avec une pièce principale lumineuse, une cuisine ouverte, une [...]","1",,"2 pièces, 1 chambre, 32 m², Étage 2/3","https://www.seloger.com/annonces/locations/appartement/lille-59/caulier/215285581.htm",,,"2024-02-09 07:48:04.143651","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
